gene_id,chromosome,strand,tss_position,extracted_start,extracted_end,sequence_length
AT1G06320,1,+,1930523,1929524,1930523,1000
AT1G06330,1,-,1932429,1932429,1933428,1000
AT1G06340,1,-,1934103,1934103,1935102,1000
AT1G06350,1,-,1936841,1936841,1937840,1000
AT1G06360,1,-,1940496,1940496,1941495,1000
AT1G06380,1,+,1944993,1943994,1944993,1000
AT1G06390,1,+,1946746,1945747,1946746,1000
AT1G06400,1,-,1952880,1952880,1953879,1000
AT1G06410,1,+,1954674,1953675,1954674,1000
AT1G06420,1,+,1958878,1957879,1958878,1000
AT1G06430,1,-,1963189,1963189,1964188,1000
AT1G06440,1,-,1965209,1965209,1966208,1000
AT1G06450,1,+,1965840,1964841,1965840,1000
AT1G06460,1,-,1969656,1969656,1970655,1000
AT1G06470,1,+,1969658,1968659,1969658,1000
AT1G06475,1,-,1974407,1974407,1975406,1000
AT1G06490,1,+,1978378,1977379,1978378,1000
AT1G06500,1,+,1989479,1988480,1989479,1000
AT1G06515,1,-,1992228,1992228,1993227,1000
AT1G06510,1,+,1992229,1991230,1992229,1000
AT1G06520,1,-,1996355,1996355,1997354,1000
AT1G06530,1,+,2001382,2000383,2001382,1000
AT1G06540,1,-,2003446,2003446,2004445,1000
AT1G06550,1,-,2007212,2007212,2008211,1000
AT1G06560,1,+,2007615,2006616,2007615,1000
AT1G06570,1,-,2013545,2013545,2014544,1000
AT1G06580,1,-,2016273,2016273,2017272,1000
AT1G06590,1,-,2024749,2024749,2025748,1000
AT1G06620,1,+,2025544,2024545,2025544,1000
AT1G06630,1,+,2027606,2026607,2027606,1000
AT1G06640,1,+,2031626,2030627,2031626,1000
AT1G06645,1,+,2034156,2033157,2034156,1000
AT1G06650,1,+,2035718,2034719,2035718,1000
AT1G06660,1,-,2040419,2040419,2041418,1000
AT1G06670,1,+,2040410,2039411,2040410,1000
AT1G06680,1,+,2047634,2046635,2047634,1000
AT1G06690,1,-,2052170,2052170,2053169,1000
AT1G06700,1,-,2055548,2055548,2056547,1000
AT1G06710,1,-,2060429,2060429,2061428,1000
AT1G06720,1,-,2067483,2067483,2068482,1000
AT1G06730,1,+,2067509,2066510,2067509,1000
AT1G06740,1,+,2070737,2069738,2070737,1000
AT1G06750,1,+,2072979,2071980,2072979,1000
AT1G06760,1,-,2077767,2077767,2078766,1000
AT1G06770,1,-,2082097,2082097,2083096,1000
AT1G06780,1,+,2083311,2082312,2083311,1000
AT1G06790,1,+,2087182,2086183,2087182,1000
AT1G06800,1,-,2091686,2091686,2092685,1000
AT1G06810,1,-,2092539,2092539,2093538,1000
AT1G06820,1,-,2096784,2096784,2097783,1000
AT1G06830,1,+,2097106,2096107,2097106,1000
AT1G06840,1,-,2103507,2103507,2104506,1000
AT1G06850,1,+,2105048,2104049,2105048,1000
AT1G06870,1,+,2108512,2107513,2108512,1000
AT1G06890,1,-,2114686,2114686,2115685,1000
AT1G06900,1,-,2120745,2120745,2121744,1000
AT1G06910,1,+,2120991,2119992,2120991,1000
AT1G06920,1,-,2125902,2125902,2126901,1000
AT1G06923,1,+,2126670,2125671,2126670,1000
AT1G06925,1,-,2128611,2128611,2129610,1000
AT1G06930,1,+,2128843,2127844,2128843,1000
AT1G06950,1,-,2135703,2135703,2136702,1000
AT1G06960,1,+,2135810,2134811,2135810,1000
AT1G06970,1,+,2137871,2136872,2137871,1000
AT1G06980,1,-,2143977,2143977,2144976,1000
AT1G06990,1,+,2148342,2147343,2148342,1000
AT1G07000,1,-,2152541,2152541,2153540,1000
AT1G07010,1,+,2152798,2151799,2152798,1000
AT1G07020,1,-,2156153,2156153,2157152,1000
AT1G07025,1,-,2158158,2158158,2159157,1000
AT1G07030,1,-,2160818,2160818,2161817,1000
AT1G07040,1,-,2163387,2163387,2164386,1000
AT1G07050,1,-,2165261,2165261,2166260,1000
AT1G07060,1,-,2168397,2168397,2169396,1000
AT1G07070,1,+,2168561,2167562,2168561,1000
AT1G07080,1,+,2169977,2168978,2169977,1000
AT1G07090,1,-,2175038,2175038,2176037,1000
AT1G07110,1,-,2184193,2184193,2185192,1000
AT1G07120,1,-,2186627,2186627,2187626,1000
AT1G07130,1,+,2187776,2186777,2187776,1000
AT1G07135,1,-,2190784,2190784,2191783,1000
AT1G07140,1,-,2193836,2193836,2194835,1000
AT1G07150,1,-,2195996,2195996,2196995,1000
AT1G07160,1,-,2199773,2199773,2200772,1000
AT1G07170,1,+,2199997,2198998,2199997,1000
AT1G07175,1,+,2202278,2201279,2202278,1000
AT1G07180,1,+,2204104,2203105,2204104,1000
AT1G07190,1,+,2208013,2207014,2208013,1000
AT1G07200,1,-,2212718,2212718,2213717,1000
AT1G07210,1,+,2215216,2214217,2215216,1000
AT1G07220,1,-,2219649,2219649,2220648,1000
AT1G07230,1,-,2223018,2223018,2224017,1000
AT1G07240,1,+,2223625,2222626,2223625,1000
AT1G07250,1,+,2225759,2224760,2225759,1000
AT1G07260,1,-,2229357,2229357,2230356,1000
AT1G07270,1,-,2233017,2233017,2234016,1000
AT1G07280,1,+,2238017,2237018,2238017,1000
AT1G07290,1,-,2244992,2244992,2245991,1000
AT1G07300,1,-,2247240,2247240,2248239,1000
AT1G07310,1,-,2248961,2248961,2249960,1000
AT1G07320,1,+,2248967,2247968,2248967,1000
AT1G07330,1,+,2250920,2249921,2250920,1000
AT1G07340,1,+,2254822,2253823,2254822,1000
AT1G07350,1,-,2260187,2260187,2261186,1000
AT1G07360,1,-,2262923,2262923,2263922,1000
AT1G07370,1,+,2263037,2262038,2263037,1000
AT1G07380,1,-,2269121,2269121,2270120,1000
AT1G07390,1,+,2269622,2268623,2269622,1000
AT1G07400,1,+,2274926,2273927,2274926,1000
AT1G07410,1,+,2276030,2275031,2276030,1000
AT1G07420,1,+,2277555,2276556,2277555,1000
AT1G07430,1,-,2282828,2282828,2283827,1000
AT1G07440,1,-,2287791,2287791,2288790,1000
AT1G07450,1,-,2289336,2289336,2290335,1000
AT1G07460,1,+,2289959,2288960,2289959,1000
AT1G07470,1,+,2291369,2290370,2291369,1000
AT1G07473,1,-,2295489,2295489,2296488,1000
AT1G07476,1,+,2295553,2294554,2295553,1000
AT1G07480,1,-,2299544,2299544,2300543,1000
AT1G07485,1,+,2301375,2300376,2301375,1000
AT1G07490,1,-,2302021,2302021,2303020,1000
AT1G07510,1,+,2304435,2303436,2304435,1000
AT1G07500,1,-,2305031,2305031,2306030,1000
AT1G07520,1,-,2312385,2312385,2313384,1000
AT1G07530,1,-,2316507,2316507,2317506,1000
AT1G07540,1,-,2321664,2321664,2322663,1000
AT1G07550,1,-,2326570,2326570,2327569,1000
AT1G07560,1,+,2327315,2326316,2327315,1000
AT1G07570,1,-,2333767,2333767,2334766,1000
AT1G07590,1,-,2339391,2339391,2340390,1000
AT1G07600,1,-,2339321,2339321,2340320,1000
AT1G07610,1,+,2341447,2340448,2341447,1000
AT1G07615,1,-,2344314,2344314,2345313,1000
AT1G07620,1,-,2346889,2346889,2347888,1000
AT1G07630,1,+,2348915,2347916,2348915,1000
AT1G07640,1,-,2356413,2356413,2357412,1000
AT1G07650,1,-,2366736,2366736,2367735,1000
AT1G07645,1,-,2368436,2368436,2369435,1000
AT1G07660,1,+,2368833,2367834,2368833,1000
AT1G07670,1,-,2374607,2374607,2375606,1000
AT1G07680,1,+,2376012,2375013,2376012,1000
AT1G07690,1,+,2377976,2376977,2377976,1000
AT1G07700,1,+,2379595,2378596,2379595,1000
AT1G07705,1,+,2381555,2380556,2381555,1000
AT1G07710,1,-,2388350,2388350,2389349,1000
AT1G07720,1,-,2392628,2392628,2393627,1000
AT1G07725,1,-,2397272,2397272,2398271,1000
AT1G07740,1,-,2400508,2400508,2401507,1000
AT1G07730,1,-,2398696,2398696,2399695,1000
AT1G07745,1,-,2402942,2402942,2403941,1000
AT1G07747,1,+,2403558,2402559,2403558,1000
AT1G07750,1,-,2406049,2406049,2407048,1000
AT1G07770,1,-,2409791,2409791,2410790,1000
AT1G07780,1,-,2412777,2412777,2413776,1000
AT1G07790,1,+,2412938,2411939,2412938,1000
AT1G07795,1,+,2414143,2413144,2414143,1000
AT1G07810,1,+,2416178,2415179,2416178,1000
AT1G07820,1,-,2422066,2422066,2423065,1000
AT1G07830,1,+,2422126,2421127,2422126,1000
AT1G07840,1,+,2424045,2423046,2424045,1000
AT1G07850,1,+,2426705,2425706,2426705,1000
AT1G07870,1,-,2432091,2432091,2433090,1000
AT1G07860,1,-,2429431,2429431,2430430,1000
AT1G07880,1,-,2435858,2435858,2436857,1000
AT1G07885,1,-,2436861,2436861,2437860,1000
AT1G07890,1,+,2437281,2436282,2437281,1000
AT1G07900,1,+,2442570,2441571,2442570,1000
AT1G07902,1,+,2443918,2442919,2443918,1000
AT1G07901,1,-,2444123,2444123,2445122,1000
AT1G07910,1,+,2445437,2444438,2445437,1000
AT1G07920,1,+,2454771,2453772,2454771,1000
AT1G07930,1,+,2458184,2457185,2458184,1000
AT1G07940,1,-,2465545,2465545,2466544,1000
AT1G07950,1,-,2467165,2467165,2468164,1000
AT1G07960,1,+,2467145,2466146,2467145,1000
AT1G07970,1,-,2472806,2472806,2473805,1000
AT1G07980,1,-,2475128,2475128,2476127,1000
AT1G07985,1,+,2475226,2474227,2475226,1000
AT1G07990,1,+,2476953,2475954,2476953,1000
AT1G08000,1,-,2485726,2485726,2486725,1000
AT1G08005,1,+,2485281,2484282,2485281,1000
AT1G08010,1,-,2488085,2488085,2489084,1000
AT1G08030,1,-,2493327,2493327,2494326,1000
AT1G08035,1,+,2494402,2493403,2494402,1000
AT1G08040,1,-,2498764,2498764,2499763,1000
AT1G08050,1,-,2501581,2501581,2502580,1000
AT1G08060,1,-,2511084,2511084,2512083,1000
AT1G08065,1,-,2513454,2513454,2514453,1000
AT1G08070,1,-,2516620,2516620,2517619,1000
AT1G08080,1,-,2518611,2518611,2519610,1000
AT1G08090,1,+,2524023,2523024,2524023,1000
AT1G08100,1,-,2529120,2529120,2530119,1000
AT1G08110,1,+,2535251,2534252,2535251,1000
AT1G08120,1,+,2538615,2537616,2538615,1000
AT1G08125,1,-,2542362,2542362,2543361,1000
AT1G08130,1,-,2547946,2547946,2548945,1000
AT1G08135,1,-,2551544,2551544,2552543,1000
AT1G08140,1,-,2555229,2555229,2556228,1000
AT1G08150,1,-,2559228,2559228,2560227,1000
AT1G08160,1,-,2560432,2560432,2561431,1000
AT1G08165,1,-,2562316,2562316,2563315,1000
AT1G08170,1,-,2563706,2563706,2564705,1000
AT1G08180,1,-,2565318,2565318,2566317,1000
AT1G08190,1,+,2567420,2566421,2567420,1000
AT1G08200,1,-,2576844,2576844,2577843,1000
AT1G08210,1,-,2580754,2580754,2581753,1000
AT1G08220,1,-,2583390,2583390,2584389,1000
AT1G08230,1,-,2586969,2586969,2587968,1000
AT1G08250,1,-,2590609,2590609,2591608,1000
AT1G08260,1,+,2588854,2587855,2588854,1000
AT1G08270,1,-,2607507,2607507,2608506,1000
AT1G08280,1,+,2607877,2606878,2607877,1000
AT1G08290,1,-,2613377,2613377,2614376,1000
AT1G08300,1,+,2614774,2613775,2614774,1000
AT1G08310,1,+,2618647,2617648,2618647,1000
AT1G08315,1,-,2621545,2621545,2622544,1000
AT1G08320,1,-,2628594,2628594,2629593,1000
AT1G08340,1,+,2630891,2629892,2630891,1000
AT1G08350,1,-,2635866,2635866,2636865,1000
AT1G08360,1,+,2635939,2634940,2635939,1000
AT1G08370,1,+,2638037,2637038,2638037,1000
AT1G08380,1,-,2641934,2641934,2642933,1000
AT1G08390,1,+,2642072,2641073,2642072,1000
AT1G08400,1,-,2646048,2646048,2647047,1000
AT1G08410,1,+,2646144,2645145,2646144,1000
AT1G08420,1,+,2649459,2648460,2649459,1000
AT1G08430,1,+,2658602,2657603,2658602,1000
AT1G08440,1,+,2662967,2661968,2662967,1000
AT1G08450,1,-,2671957,2671957,2672956,1000
AT1G08460,1,+,2672198,2671199,2672198,1000
AT1G08465,1,+,2675813,2674814,2675813,1000
AT1G08470,1,-,2684171,2684171,2685170,1000
AT1G08480,1,+,2684176,2683177,2684176,1000
AT1G08490,1,-,2688658,2688658,2689657,1000
AT1G08500,1,+,2688880,2687881,2688880,1000
AT1G08510,1,-,2694547,2694547,2695546,1000
AT1G08520,1,+,2696381,2695382,2696381,1000
AT1G08530,1,+,2700981,2699982,2700981,1000
AT1G08540,1,+,2703295,2702296,2703295,1000
AT1G08550,1,+,2706868,2705869,2706868,1000
AT1G08560,1,-,2711000,2711000,2711999,1000
AT1G08570,1,+,2712694,2711695,2712694,1000
AT1G08580,1,-,2716532,2716532,2717531,1000
AT1G08590,1,+,2718538,2717539,2718538,1000
AT1G08600,1,+,2723677,2722678,2723677,1000
AT1G08610,1,-,2735819,2735819,2736818,1000
AT1G08620,1,+,2736656,2735657,2736656,1000
AT1G08630,1,-,2747967,2747967,2748966,1000
AT1G08640,1,-,2751620,2751620,2752619,1000
AT1G08645,1,-,2752595,2752595,2753594,1000
AT1G08650,1,+,2752124,2751125,2752124,1000
AT1G08660,1,-,2759889,2759889,2760888,1000
AT1G08670,1,-,2761599,2761599,2762598,1000
AT1G08680,1,+,2762584,2761585,2762584,1000
AT1G08695,1,-,2769508,2769508,2770507,1000
AT1G08700,1,-,2771477,2771477,2772476,1000
AT1G08710,1,+,2771620,2770621,2771620,1000
AT1G08720,1,+,2773941,2772942,2773941,1000
AT1G08730,1,+,2779438,2778439,2779438,1000
AT1G08750,1,+,2801042,2800043,2801042,1000
AT1G08760,1,+,2805044,2804045,2805044,1000
AT1G08770,1,+,2808760,2807761,2808760,1000
AT1G08780,1,-,2811313,2811313,2812312,1000
AT1G08790,1,+,2811989,2810990,2811989,1000
AT1G08800,1,-,2818071,2818071,2819070,1000
AT1G08810,1,-,2820478,2820478,2821477,1000
AT1G08820,1,-,2825481,2825481,2826480,1000
AT1G08830,1,+,2827060,2826061,2827060,1000
AT1G08840,1,-,2838855,2838855,2839854,1000
AT1G08845,1,+,2838789,2837790,2838789,1000
AT1G08860,1,+,2841969,2840970,2841969,1000
AT1G08880,1,-,2848100,2848100,2849099,1000
AT1G08890,1,+,2848149,2847150,2848149,1000
AT1G08900,1,+,2852363,2851364,2852363,1000
AT1G08910,1,+,2856162,2855163,2856162,1000
AT1G08920,1,+,2867203,2866204,2867203,1000
AT1G08930,1,+,2873300,2872301,2873300,1000
AT1G08940,1,+,2877430,2876431,2877430,1000
AT1G08960,1,+,2879506,2878507,2879506,1000
AT1G08970,1,+,2882491,2881492,2882491,1000
AT1G08980,1,+,2884351,2883352,2884351,1000
AT1G08985,1,+,2887245,2886246,2887245,1000
AT1G08990,1,+,2888427,2887428,2888427,1000
AT1G09000,1,+,2891019,2890020,2891019,1000
AT1G09010,1,-,2899446,2899446,2900445,1000
AT1G09020,1,-,2904862,2904862,2905861,1000
AT1G09030,1,-,2909032,2909032,2910031,1000
AT1G09040,1,+,2911250,2910251,2911250,1000
AT1G09050,1,+,2916968,2915969,2916968,1000
AT1G09060,1,-,2925826,2925826,2926825,1000
AT1G09070,1,+,2927502,2926503,2927502,1000
AT1G09080,1,-,2931850,2931850,2932849,1000
AT1G09090,1,+,2932739,2931740,2932739,1000
AT1G09100,1,-,2939363,2939363,2940362,1000
AT1G09130,1,-,2942345,2942345,2943344,1000
AT1G09140,1,-,2945976,2945976,2946975,1000
AT1G09150,1,+,2946030,2945031,2946030,1000
AT1G09155,1,-,2950989,2950989,2951988,1000
AT1G09157,1,-,2952490,2952490,2953489,1000
AT1G09160,1,-,2955745,2955745,2956744,1000
AT1G09170,1,-,2962546,2962546,2963545,1000
AT1G09176,1,+,2964015,2963016,2964015,1000
AT1G09180,1,+,2965023,2964024,2965023,1000
AT1G09190,1,-,2967733,2967733,2968732,1000
AT1G09195,1,-,2971568,2971568,2972567,1000
AT1G09200,1,-,2972334,2972334,2973333,1000
AT1G09210,1,-,2977002,2977002,2978001,1000
AT1G09220,1,-,2979466,2979466,2980465,1000
AT1G09230,1,-,2982713,2982713,2983712,1000
AT1G09240,1,+,2984829,2983830,2984829,1000
AT1G09245,1,-,2987393,2987393,2988392,1000
AT1G09250,1,+,2989141,2988142,2989141,1000
AT1G09260,1,+,2993381,2992382,2993381,1000
AT1G09270,1,+,2994331,2993332,2994331,1000
AT1G09280,1,-,3001362,3001362,3002361,1000
AT1G09290,1,-,3003762,3003762,3004761,1000
AT1G09300,1,+,3003495,3002496,3003495,1000
AT1G09310,1,+,3008910,3007911,3008910,1000
AT1G09320,1,-,3012407,3012407,3013406,1000
AT1G09330,1,-,3015255,3015255,3016254,1000
AT1G09340,1,+,3015237,3014238,3015237,1000
AT1G09350,1,+,3019639,3018640,3019639,1000
AT1G09360,1,+,3021802,3020803,3021802,1000
AT1G09370,1,+,3024877,3023878,3024877,1000
AT1G09380,1,-,3029549,3029549,3030548,1000
AT1G09390,1,+,3031046,3030047,3031046,1000
AT1G09400,1,-,3035396,3035396,3036395,1000
AT1G09410,1,+,3035400,3034401,3035400,1000
AT1G09415,1,-,3038408,3038408,3039407,1000
AT1G09420,1,-,3041873,3041873,3042872,1000
AT1G09430,1,+,3041996,3040997,3041996,1000
AT1G09440,1,-,3048006,3048006,3049005,1000
AT1G09450,1,+,3048966,3047967,3048966,1000
AT1G09460,1,+,3053698,3052699,3053698,1000
AT1G09470,1,-,3057543,3057543,3058542,1000
AT1G09480,1,+,3057975,3056976,3057975,1000
AT1G09483,1,-,3061743,3061743,3062742,1000
AT1G09490,1,+,3063936,3062937,3063936,1000
AT1G09500,1,+,3066674,3065675,3066674,1000
AT1G09510,1,+,3069357,3068358,3069357,1000
AT1G09520,1,-,3072074,3072074,3073073,1000
AT1G09530,1,+,3075768,3074769,3075768,1000
AT1G09540,1,+,3086101,3085102,3086101,1000
AT1G09550,1,-,3092327,3092327,3093326,1000
AT1G09560,1,+,3093644,3092645,3093644,1000
AT1G09570,1,-,3100819,3100819,3101818,1000
AT1G09575,1,-,3103677,3103677,3104676,1000
AT1G09580,1,+,3104492,3103493,3104492,1000
AT1G09590,1,+,3106367,3105368,3106367,1000
AT1G09600,1,+,3107896,3106897,3107896,1000
AT1G09610,1,+,3111694,3110695,3111694,1000
AT1G09620,1,-,3116699,3116699,3117698,1000
AT1G09625,1,-,3117567,3117567,3118566,1000
AT1G09630,1,-,3119815,3119815,3120814,1000
AT1G09640,1,+,3119739,3118740,3119739,1000
AT1G09645,1,+,3122926,3121927,3122926,1000
AT1G09650,1,+,3125175,3124176,3125175,1000
AT1G09660,1,-,3131094,3131094,3132093,1000
AT1G09665,1,+,3133008,3132009,3133008,1000
AT1G09680,1,-,3135976,3135976,3136975,1000
AT1G09690,1,-,3137684,3137684,3138683,1000
AT1G09700,1,-,3140353,3140353,3141352,1000
AT1G09710,1,+,3140862,3139863,3140862,1000
AT1G09720,1,-,3147303,3147303,3148302,1000
AT1G09730,1,-,3154404,3154404,3155403,1000
AT1G09740,1,+,3154390,3153391,3154390,1000
AT1G09750,1,+,3157501,3156502,3157501,1000
AT1G09760,1,-,3161692,3161692,3162691,1000
AT1G09770,1,+,3161832,3160833,3161832,1000
AT1G09780,1,-,3167924,3167924,3168923,1000
AT1G09790,1,-,3171018,3171018,3172017,1000
AT1G09794,1,+,3171905,3170906,3171905,1000
AT1G09795,1,+,3173534,3172535,3173534,1000
AT1G09800,1,-,3180734,3180734,3181733,1000
AT1G09810,1,-,3184224,3184224,3185223,1000
AT1G09812,1,+,3187442,3186443,3187442,1000
AT1G09815,1,+,3189301,3188302,3189301,1000
AT1G09820,1,-,3192488,3192488,3193487,1000
AT1G09830,1,-,3195044,3195044,3196043,1000
AT1G09840,1,-,3200403,3200403,3201402,1000
AT1G09850,1,+,3201685,3200686,3201685,1000
AT1G09860,1,-,3205411,3205411,3206410,1000
AT1G09870,1,+,3205579,3204580,3205579,1000
AT1G09880,1,-,3213468,3213468,3214467,1000
AT1G09890,1,-,3217603,3217603,3218602,1000
AT1G09900,1,+,3218133,3217134,3218133,1000
AT1G09910,1,-,3224541,3224541,3225540,1000
AT1G09920,1,-,3227083,3227083,3228082,1000
AT1G09930,1,-,3230257,3230257,3231256,1000
AT1G09932,1,-,3233259,3233259,3234258,1000
AT1G09935,1,-,3235530,3235530,3236529,1000
AT1G09940,1,-,3239554,3239554,3240553,1000
AT1G09950,1,-,3241863,3241863,3242862,1000
AT1G09960,1,+,3243986,3242987,3243986,1000
AT1G09970,1,+,3252098,3251099,3252098,1000
AT1G09980,1,-,3261741,3261741,3262740,1000
AT1G09995,1,-,3263642,3263642,3264641,1000
AT1G10000,1,-,3265176,3265176,3266175,1000
AT1G10010,1,+,3265886,3264887,3265886,1000
AT1G10020,1,-,3272110,3272110,3273109,1000
AT1G10030,1,+,3273753,3272754,3273753,1000
AT1G10040,1,-,3278779,3278779,3279778,1000
AT1G10050,1,+,3278792,3277793,3278792,1000
AT1G10060,1,+,3284073,3283074,3284073,1000
AT1G10070,1,+,3288087,3287088,3288087,1000
AT1G10090,1,-,3296198,3296198,3297197,1000
AT1G10095,1,-,3300516,3300516,3301515,1000
AT1G10100,1,-,3301489,3301489,3302488,1000
AT1G10110,1,+,3302564,3301565,3302564,1000
AT1G10120,1,-,3306956,3306956,3307955,1000
AT1G10130,1,+,3310930,3309931,3310930,1000
AT1G10140,1,-,3323735,3323735,3324734,1000
AT1G10150,1,+,3325799,3324800,3325799,1000
AT1G10155,1,-,3328448,3328448,3329447,1000
AT1G10170,1,-,3338188,3338188,3339187,1000
AT1G10180,1,-,3341628,3341628,3342627,1000
AT1G10190,1,-,3345632,3345632,3346631,1000
AT1G10200,1,-,3348139,3348139,3349138,1000
AT1G10210,1,+,3349082,3348083,3349082,1000
AT1G10220,1,+,3351923,3350924,3351923,1000
AT1G10225,1,+,3354243,3353244,3354243,1000
AT1G10230,1,+,3355675,3354676,3355675,1000
AT1G10240,1,-,3359853,3359853,3360852,1000
AT1G10250,1,-,3360508,3360508,3361507,1000
AT1G10270,1,+,3363432,3362433,3363432,1000
AT1G10280,1,-,3369125,3369125,3370124,1000
AT1G10290,1,+,3370402,3369403,3370402,1000
AT1G10300,1,+,3377878,3376879,3377878,1000
AT1G10310,1,-,3384003,3384003,3385002,1000
AT1G10320,1,-,3388376,3388376,3389375,1000
AT1G10330,1,+,3388599,3387600,3388599,1000
AT1G10340,1,-,3392633,3392633,3393632,1000
AT1G10350,1,-,3395181,3395181,3396180,1000
AT1G10360,1,-,3396953,3396953,3397952,1000
AT1G10370,1,-,3398358,3398358,3399357,1000
AT1G10380,1,+,3400554,3399555,3400554,1000
AT1G10385,1,+,3403132,3402133,3403132,1000
AT1G10390,1,-,3412874,3412874,3413873,1000
AT1G10395,1,+,3412474,3411475,3412474,1000
AT1G10400,1,-,3416474,3416474,3417473,1000
AT1G10410,1,-,3419691,3419691,3420690,1000
AT1G10417,1,-,3427531,3427531,3428530,1000
AT1G10430,1,-,3430924,3430924,3431923,1000
AT1G10450,1,+,3431764,3430765,3431764,1000
AT1G10455,1,+,3438555,3437556,3438555,1000
AT1G10460,1,-,3440359,3440359,3441358,1000
AT1G10470,1,-,3444360,3444360,3445359,1000
AT1G10480,1,+,3449567,3448568,3449567,1000
AT1G10490,1,+,3453191,3452192,3453191,1000
AT1G10500,1,-,3461485,3461485,3462484,1000
AT1G10510,1,+,3461635,3460636,3461635,1000
AT1G10520,1,+,3465926,3464927,3465926,1000
AT1G10522,1,+,3469512,3468513,3469512,1000
AT1G10530,1,-,3472674,3472674,3473673,1000
AT1G10540,1,-,3478028,3478028,3479027,1000
AT1G10550,1,-,3481041,3481041,3482040,1000
AT1G10560,1,+,3484399,3483400,3484399,1000
AT1G10570,1,+,3487386,3486387,3487386,1000
AT1G10580,1,-,3493834,3493834,3494833,1000
AT1G10585,1,-,3495244,3495244,3496243,1000
AT1G10586,1,-,3499439,3499439,3500438,1000
AT1G10588,1,+,3501145,3500146,3501145,1000
AT1G10590,1,-,3503544,3503544,3504543,1000
AT1G10600,1,+,3503640,3502641,3503640,1000
AT1G10610,1,+,3506186,3505187,3506186,1000
AT1G10620,1,-,3512321,3512321,3513320,1000
AT1G10630,1,-,3514824,3514824,3515823,1000
AT1G10640,1,-,3518035,3518035,3519034,1000
AT1G10650,1,-,3526531,3526531,3527530,1000
AT1G10657,1,+,3530353,3529354,3530353,1000
AT1G10660,1,+,3532229,3531230,3532229,1000
AT1G10670,1,+,3535288,3534289,3535288,1000
AT1G10680,1,-,3543925,3543925,3544924,1000
